longest reception, name, receiving conversions, receiving touchdowns, receiving yards, receptions, targets
,Chris Carson,,0,-2,1,1
25,Will Dissly,,1,62,6,7
11,Malik Turner,,0,19,2,3
54,DK Metcalf,,0,67,2,6
10,Ted Ginn,,0,15,2,5
7,Jared Cook,,0,7,1,2
4,Josh Hill,,0,4,1,2
18,Michael Thomas,,1,54,5,7
5,Taysom Hill,,0,5,1,1
29,Alvin Kamara,,1,92,9,10
11,Kyle Rudolph,,0,11,1,1
35,Adam Thielen,,1,55,3,5
5,Stefon Diggs,,0,15,3,3
0,Ameer Abdullah,,0,0,0,1
0,CJ Ham,,0,0,1,2
18,Dalvin Cook,,0,33,4,5
26,Irv Smith,,0,60,3,3
30,Darren Waller,,0,134,13,14
29,JJ Nelson,,1,36,4,5
15,Tyrell Williams,,1,29,3,3
9,Jalen Richard,,0,14,3,3
1,Foster Moreau,,0,1,1,2
12,Hunter Renfrow,,0,28,3,4
0,Josh Jacobs,,0,0,0,2
15,Vernon Davis,,0,30,2,4
-3,Adrian Peterson,,0,-3,1,3
33,Chris Thompson,,0,79,4,5
22,Paul Richardson,,1,83,8,9
11,Jeremy Sprinkle,,0,19,2,4
7,Trey Quinn,,0,30,5,7
13,Steven Sims,,0,24,2,2
17,Terry McLaurin,,1,70,6,8
6,Cordarrelle Patterson,,0,6,1,1
11,Trey Burton,,0,20,4,4
36,Taylor Gabriel,,3,75,6,7
14,Allen Robinson,,0,60,6,7
24,Tarik Cohen,,0,26,2,4
7,Adam Shaheen,,0,7,1,1
15,Anthony Miller,,0,15,1,3
8,Javon Wims,,0,8,1,1
6,David Montgomery,,0,14,3,3
10,Marcedes Lewis,,0,19,2,2
15,Jimmy Graham,,1,61,6,9
58,Davante Adams,,0,180,10,15
31,Geronimo Allison,,1,52,3,4
,Danny Vitale,,0,15,2,3
14,Aaron Jones,,0,37,6,7
11,Robert Tonyan,,0,11,1,1
,Jamaal Williams,,0,0,1,1
26,Marquez Valdes Scantling,,0,47,3,7
16,Alshon Jeffery,,1,38,3,9
14,Zach Ertz,,0,65,7,8
0,Nelson Agholor,,0,0,0,1
20,Jordan Howard,,1,28,3,4
13,Mack Hollins,,0,13,1,2
13,Dallas Goedert,,1,16,2,3
3,Cordarrelle Patterson,,0,3,1,1
11,Trey Burton,,0,16,2,4
25,Allen Robinson,,0,77,7,7
7,JP Holtz,,0,7,1,1
10,Tarik Cohen,,1,7,2,5
8,Adam Shaheen,,0,13,2,2
6,Anthony Miller,,0,11,2,3
37,Javon Wims,,0,56,4,5
10,David Montgomery,,0,14,3,5
12,Kyle Rudolph,,0,12,1,1
6,Adam Thielen,,0,6,2,6
39,Stefon Diggs,,0,108,7,7
8,Ameer Abdullah,,0,14,2,3
4,CJ Ham,,0,10,3,4
13,Dalvin Cook,,0,35,6,8
5,Irv Smith,,0,5,1,1
8,Alexander Mattison,,0,8,1,1
16,Olabisi Johnson,,0,35,4,4
0,Frank Gore,,0,0,0,1
,Andre Roberts,,0,6,1,1
20,Cole Beasley,,0,75,7,13
28,John Brown,,0,69,5,11
23,TJ Yeldon,,0,68,4,4
3,Zay Jones,,0,4,2,8
21,Dawson Knox,,0,58,3,3
10,Julian Edelman,,0,30,4,7
31,Josh Gordon,,0,46,3,7
7,Rex Burkhead,,0,7,1,1
26,James White,,0,57,8,10
5,Phillip Dorsett,,0,10,2,9
39,Emmanuel Sanders,,0,104,5,9
,Diontae Spencer,,0,8,1,1
,Phillip Lindsay,,0,7,1,1
27,Courtland Sutton,,2,62,6,9
28,Dae Sean Hamilton,,0,57,3,5
15,Royce Freeman,,0,34,4,6
25,Noah Fant,,1,31,2,4
5,Marqise Lee,,0,5,1,1
,James O Shaughnessy,,1,18,1,4
,Chris Conley,,0,17,1,4
9,Geoff Swaim,,0,17,3,4
19,Keelan Cole,,0,19,1,1
32,Dede Westbrook,,0,66,5,6
19,Leonard Fournette,,0,20,2,3
24,DJ Chark,,0,44,4,8
,Ryquell Armstead,,1,7,1,1
15,Larry Fitzgerald,,0,47,5,5
3,Charles Clay,,0,3,1,2
21,Maxx Williams,,0,21,1,1
31,David Johnson,,0,99,8,11
15,Trent Sherfield,,0,15,1,3
18,Christian Kirk,,0,37,4,5
11,Kee Sean Johnson,,0,19,2,3
17,Luke Willson,,0,26,2,2
32,Jaron Brown,,0,50,3,3
28,Tyler Lockett,,0,51,4,4
9,David Moore,,0,9,1,2
17,Chris Carson,,0,41,4,4
17,Will Dissly,,1,57,7,8
6,DK Metcalf,,0,6,1,4
8,Jack Doyle,,1,22,4,8
48,Eric Ebron,,1,48,1,5
27,Chester Rogers,,1,48,3,6
28,Zach Pascal,,0,72,4,7
14,Nyheim Hines,,0,39,6,6
11,Jordan Wilkins,,0,11,1,1
0,Deon Cain,,0,0,0,5
15,Parris Campbell,,0,25,5,8
17,Darren Waller,,0,53,7,8
19,Tyrell Williams,,1,36,3,7
7,DeAndre Washington,,0,8,2,3
1,Jalen Richard,,0,1,1,1
18,Foster Moreau,,1,30,3,3
10,Hunter Renfrow,,0,18,2,3
14,Keelan Doss,,0,14,1,1
20,Josh Jacobs,,0,29,2,2
34,DeVante Parker,,1,70,4,4
,Nick O Leary,,0,9,1,1
,Jakeem Grant,,0,6,1,1
19,Kenyan Drake,,0,29,3,5
7,Isaiah Ford,,0,9,2,3
7,Mark Walton,,0,11,2,2
,Kalen Ballage,,0,0,0,1
25,Preston Williams,,0,46,4,7
24,Lance Kendricks,,0,37,2,3
25,Dontrelle Inman,,0,76,5,7
20,Keenan Allen,,0,48,5,6
19,Geremy Davis,,0,25,2,2
,Derek Watt,,0,21,1,1
,Troymaine Pope,,1,14,2,2
,Sean Culkin,,0,12,1,1
18,Austin Ekeler,,1,62,5,5
15,Andre Patton,,0,22,2,4
20,Julio Jones,,0,52,4,7
0,Luke Stocker,,0,0,0,1
28,Mohamed Sanu,,0,91,9,12
22,Devonta Freeman,,0,72,8,9
28,Austin Hooper,,0,130,9,11
11,Ito Smith,,0,20,2,4
21,Calvin Ridley,,0,32,3,6
4,Delanie Walker,,0,4,1,2
11,Dion Lewis,,0,4,4,5
6,Darius Jennings,,0,6,1,1
9,Adam Humphries,,0,15,2,3
8,Derrick Henry,,0,8,1,2
5,Jonnu Smith,,0,5,1,1
23,Corey Davis,,1,91,5,6
55,AJ Brown,,2,94,3,3
,Rhett Ellison,,0,24,3,4
,Bennie Fowler,,0,3,1,2
23,Sterling Shepard,,0,76,7,9
,Evan Engram,,0,54,4,7
,Wayne Gallman,,1,55,6,7
,Darius Slayton,,0,13,2,2
5,Vernon Davis,,0,5,1,4
39,Chris Thompson,,0,56,4,5
6,Paul Richardson,,0,14,3,5
,Wendell Smallwood,,0,14,1,1
,Jeremy Sprinkle,,0,20,1,3
,Robert Davis,,0,11,1,2
,Trey Quinn,,0,10,2,4
,Kelvin Harmon,,0,14,2,2
33,Marvin Jones,,0,77,3,5
12,Logan Thomas,,0,25,3,3
0,Jesse James,,0,0,0,1
11,JD McKissic,,0,11,1,2
34,Marvin Hall,,0,47,2,3
33,Kenny Golladay,,2,67,5,9
22,Kerryon Johnson,,0,32,2,3
4,Nick Bawden,,0,4,1,2
13,TJ Hockenson,,1,27,3,3
,Ty Johnson,,0,1,1,1
23,LeSean McCoy,,0,33,2,4
18,Travis Kelce,,0,85,7,8
30,Sammy Watkins,,0,54,3,6
15,Demarcus Robinson,,0,35,4,9
13,Byron Pringle,,0,13,1,1
30,Darrel Williams,,0,43,3,4
24,Deon Yelder,,0,43,2,2
7,Mecole Hardman,,0,9,2,5
37,Robert Woods,,0,164,13,15
23,Brandin Cooks,,0,71,6,9
0,Malcolm Brown,,0,0,0,1
12,Todd Gurley,,0,54,7,11
13,Tyler Higbee,,0,41,4,7
15,Gerald Everett,,1,44,5,8
29,Cooper Kupp,,1,121,9,15
22,Josh Reynolds,,0,22,1,2
13,Cameron Brate,,1,36,3,3
67,Mike Evans,,1,89,4,7
0,Breshad Perriman,,0,0,0,1
,Peyton Barber,,0,0,0,1
14,Bobo Wilson,,0,14,1,4
7,Dare Ogunbowale,,0,16,3,4
14,OJ Howard,,0,33,3,3
30,Chris Godwin,,2,172,12,14
13,Justin Watson,,0,13,1,1
12,Ronald Jones,,0,12,1,1
0,Scott Miller,,0,0,0,1
,Mark Ingram,,0,0,1,1
50,Willie Snead,,1,61,2,2
15,Seth Roberts,,0,36,4,5
,Nick Boyle,,0,9,1,1
0,Chris Moore,,0,0,0,1
8,Gus Edwards,,0,8,1,1
11,Mark Andrews,,1,31,4,8
29,Hayden Hurst,,0,39,2,2
5,Justice Hill,,0,9,2,2
10,Marquise Brown,,0,22,4,7
18,Miles Boykin,,1,32,3,3
17,Odell Beckham,,0,20,2,7
65,Jarvis Landry,,0,167,8,10
18,Pharaoh Brown,,0,18,1,1
59,Ricky Seals Jones,,1,82,3,3
19,Dontrell Hilliard,,0,27,2,3
10,Damion Ratley,,0,10,1,3
10,Nick Chubb,,0,18,3,4
8,Ted Ginn,,0,19,3,5
9,Jared Cook,,0,21,3,6
3,Zach Line,,0,3,1,1
20,Josh Hill,,0,29,3,4
6,Latavius Murray,,0,6,1,1
20,Michael Thomas,,0,95,9,9
8,Alvin Kamara,,0,20,3,3
,Lil Jordan Humphrey,,0,0,0,1
16,Jason Witten,,0,50,4,4
32,Randall Cobb,,0,41,3,6
5,Tavon Austin,,0,5,1,1
14,Amari Cooper,,0,48,5,8
0,Devin Smith,,0,0,0,1
9,Ezekiel Elliott,,0,30,6,7
35,Blake Jarwin,,0,49,3,3
,Darren Fells,,0,12,1,1
14,Kenny Stills,,0,24,2,2
14,DeAndre Hopkins,,0,41,5,8
6,Carlos Hyde,,0,6,4,5
12,Duke Johnson,,0,22,2,3
12,Will Fuller,,0,23,3,6
10,Jordan Akins,,0,21,3,4
11,Keke Coutee,,0,11,1,3
3,Greg Olsen,,0,5,2,4
6,Chris Hogan,,0,6,1,1
27,Jarius Wright,,0,59,5,6
21,Christian McCaffrey,,0,86,10,10
12,Curtis Samuel,,0,32,3,7
16,DJ Moore,,0,44,3,5
,Nick Vannett,,0,28,2,2
21,James Conner,,1,83,8,8
,Ju Ju Smith Schuster,,0,15,3,4
14,Jaylen Samuels,,0,57,8,8
,James Washington,,0,0,0,1
43,Diontae Johnson,,1,77,6,6
,Benny Snell,,0,0,0,1
11,Giovani Bernard,,0,16,4,6
,Tyler Eifert,,0,27,2,5
,CJ Uzomah,,0,0,0,1
,Tyler Boyd,,0,33,3,6
,John Ross,,0,36,3,6
3,Joe Mixon,,0,1,4,5
23,Auden Tate,,0,50,4,6
,Damion Willis,,0,8,1,1
10,Luke Willson,,0,10,1,1
21,Jaron Brown,,0,36,2,4
17,Tyler Lockett,,1,51,4,4
10,David Moore,,1,10,1,2
,Chris Carson,,1,5,1,2
38,Will Dissly,,0,81,4,4
30,Rashaad Penny,,0,31,2,2
40,DK Metcalf,,1,44,2,3
17,Robert Woods,,0,48,5,9
29,Brandin Cooks,,0,29,1,3
3,Todd Gurley,,0,6,3,5
20,Tyler Higbee,,0,47,3,3
32,Gerald Everett,,0,136,7,11
26,Cooper Kupp,,1,117,9,17
12,Josh Reynolds,,0,12,1,1
7,Giovani Bernard,,0,16,3,3
7,Tyler Eifert,,0,14,2,4
8,CJ Uzomah,,0,16,2,2
7,Alex Erickson,,0,7,1,1
42,Tyler Boyd,,1,123,10,14
16,Joe Mixon,,0,16,1,1
15,Auden Tate,,1,26,3,6
,Stanley Morgan,,0,6,1,2
12,Damion Willis,,0,38,4,4
17,Larry Fitzgerald,,0,58,6,8
27,Charles Clay,,0,27,1,1
7,Maxx Williams,,0,7,1,1
24,David Johnson,,0,65,3,5
28,Pharoh Cooper,,0,33,2,2
23,Trent Sherfield,,0,23,1,3
8,Chase Edmonds,,0,18,3,4
9,Kee Sean Johnson,,0,22,3,7
,Lance Kendricks,,0,0,0,1
5,Virgil Green,,0,5,1,1
13,Travis Benjamin,,0,13,1,2
10,Keenan Allen,,0,18,4,6
5,Melvin Gordon,,0,7,4,6
8,Derek Watt,,0,8,1,1
20,Mike Williams,,0,74,6,13
17,Austin Ekeler,,0,86,15,16
9,Emmanuel Sanders,,0,9,1,1
26,Jeff Heuerman,,0,26,1,3
13,Phillip Lindsay,,0,33,4,4
70,Courtland Sutton,,1,92,4,7
6,Royce Freeman,,0,6,2,2
10,Andrew Beck,,0,10,1,1
6,Noah Fant,,0,6,1,1
21,LeSean McCoy,,0,23,2,2
0,Anthony Sherman,,0,0,0,1
24,Travis Kelce,,0,70,4,10
7,Damien Williams,,0,15,3,4
14,Demarcus Robinson,,0,31,3,6
28,Byron Pringle,,1,103,6,9
31,Mecole Hardman,,0,79,4,6
14,TY Hilton,,0,37,4,5
9,Jack Doyle,,0,19,3,3
8,Eric Ebron,,0,8,1,4
,Chester Rogers,,0,0,0,1
10,Mo Alie Cox,,0,10,1,2
8,Zach Pascal,,0,8,1,2
11,Marlon Mack,,0,16,3,3
18,Nyheim Hines,,0,46,4,5
7,Deon Cain,,0,7,1,1
13,Jason Witten,,0,29,3,4
25,Randall Cobb,,0,53,3,6
13,Tavon Austin,,0,13,1,1
53,Amari Cooper,,1,226,11,14
27,Ezekiel Elliott,,0,29,2,4
40,Michael Gallup,,1,113,7,14
15,Marcedes Lewis,,0,17,2,2
23,Jimmy Graham,,0,41,3,3
,Jake Kumerow,,0,9,1,2
8,Tra Carson,,0,18,4,4
22,Geronimo Allison,,0,28,2,6
9,Danny Vitale,,0,9,1,1
22,Aaron Jones,,0,75,7,8
23,Robert Tonyan,,0,23,1,1
18,Marquez Valdes Scantling,,0,18,1,4
0,Darren Sproles,,0,0,0,1
13,Alshon Jeffery,,0,52,6,8
21,Zach Ertz,,1,57,5,7
20,Nelson Agholor,,0,20,1,3
,Mack Hollins,,0,0,0,1
11,Dallas Goedert,,0,11,1,3
36,Miles Sanders,,0,49,4,5
16,Demaryius Thomas,,0,47,4,9
2,Ryan Griffin,,0,2,1,1
14,LeVeon Bell,,0,45,7,9
5,Jamison Crowder,,0,10,2,3
16,Robby Anderson,,0,16,1,3
5,Golden Tate,,0,13,3,6
,Rhett Ellison,,0,3,1,1
0,Cody Latimer,,0,0,0,1
18,Sterling Shepard,,0,49,5,10
9,Elijhaa Penny,,0,9,1,1
14,Evan Engram,,0,42,6,11
4,Jon Hilliman,,0,4,1,2
35,Darius Slayton,,1,62,4,5
4,Kyle Rudolph,,0,4,1,1
44,Adam Thielen,,2,130,7,8
20,Stefon Diggs,,0,44,3,4
-1,CJ Ham,,0,-1,1,1
24,Dalvin Cook,,0,86,6,6
23,Olabisi Johnson,,0,43,4,4
,Greg Olsen,,0,0,0,2
,Jarius Wright,,0,6,1,3
18,Christian McCaffrey,,1,61,6,9
7,Curtis Samuel,,0,19,3,6
,Alex Armah,,0,4,1,1
,Reggie Bonnafon,,0,0,0,1
52,DJ Moore,,0,91,6,8
,Marqise Lee,,0,5,1,2
,James O Shaughnessy,,0,57,3,4
,Chris Conley,,0,26,1,3
,Geoff Swaim,,0,4,1,1
0,Keelan Cole,,0,0,0,1
30,Dede Westbrook,,0,82,7,11
14,Leonard Fournette,,0,29,4,7
37,DJ Chark,,2,164,8,11
,Ryquell Armstead,,0,7,1,1
20,Derek Carrier,,0,22,2,2
13,Darren Waller,,0,39,4,5
21,Trevor Davis,,0,42,4,4
10,DeAndre Washington,,0,19,3,3
11,Jalen Richard,,0,18,2,2
23,Foster Moreau,,0,46,4,5
12,Hunter Renfrow,,0,12,1,5
,Keelan Doss,,0,11,2,2
10,Josh Jacobs,,0,20,3,4
11,Trey Burton,,0,16,3,4
32,Allen Robinson,,2,97,7,8
16,JP Holtz,,0,16,1,2
12,Tarik Cohen,,0,39,6,7
32,Anthony Miller,,0,52,4,7
0,Javon Wims,,0,0,0,1
11,David Montgomery,,0,11,1,1
6,Chris Thompson,,0,17,5,7
8,Paul Richardson,,0,14,2,2
11,Jeremy Sprinkle,,0,17,2,3
7,Trey Quinn,,0,15,3,4
5,Steven Sims,,0,1,2,3
4,Kelvin Harmon,,0,4,1,1
22,Terry McLaurin,,0,51,3,7
31,Julian Edelman,,1,110,8,9
29,Brandon Bolden,,1,29,1,1
24,Josh Gordon,,0,59,5,8
21,James White,,0,46,6,9
22,Matt LaCosse,,0,22,1,4
29,Ryan Izzo,,1,39,2,2
15,Sony Michel,,0,32,3,3
6,Jakobi Meyers,,0,6,1,2
,Jakob Johnson,,0,5,1,2
33,Ted Ginn,,1,35,2,2
16,Jared Cook,,1,41,4,6
26,Josh Hill,,0,39,3,4
4,Latavius Murray,,0,6,2,2
42,Michael Thomas,,2,182,11,13
15,Alvin Kamara,,0,42,6,7
11,Cameron Brate,,0,11,1,1
,Mike Evans,,0,0,0,3
-1,Peyton Barber,,0,-1,1,1
11,Bobo Wilson,,0,11,1,2
16,Dare Ogunbowale,,0,27,2,3
10,OJ Howard,,0,10,1,2
26,Chris Godwin,,2,125,7,9
11,Ronald Jones,,0,21,2,3
0,Scott Miller,,0,0,0,2
14,Vance McDonald,,0,34,3,3
0,Nick Vannett,,0,0,0,1
4,Johnny Holton,,0,4,0,1
35,Ju Ju Smith Schuster,,1,75,7,7
9,Jaylen Samuels,,0,11,3,4
26,James Washington,,0,52,3,6
13,Diontae Johnson,,0,27,5,8
4,Mark Ingram,,0,5,2,2
23,Willie Snead,,0,51,4,5
0,Seth Roberts,,0,0,0,2
0,Nick Boyle,,0,0,0,2
6,Gus Edwards,,0,6,1,1
24,Mark Andrews,,0,45,5,7
13,Hayden Hurst,,0,32,4,4
11,Marquise Brown,,1,22,3,5
12,Darren Fells,,2,20,2,2
29,DeAndre Hopkins,,0,88,7,8
0,Carlos Hyde,,0,0,0,1
8,Duke Johnson,,0,8,1,1
44,Will Fuller,,3,217,14,16
21,Jordan Akins,,0,21,1,1
51,Keke Coutee,,0,72,3,4
20,Julio Jones,,0,42,3,7
14,Mohamed Sanu,,1,42,5,5
9,Devonta Freeman,,1,40,5,5
5,Justin Hardy,,0,5,1,1
18,Austin Hooper,1,0,56,6,9
10,Ito Smith,,0,45,6,6
12,Russell Gage,,0,12,1,2
29,Calvin Ridley,,1,88,5,9
10,Delanie Walker,,0,10,1,2
10,Dion Lewis,,0,19,2,4
10,Adam Humphries,,0,30,4,6
12,Tajae Sharpe,,0,12,1,1
57,Jonnu Smith,,0,57,1,2
23,Corey Davis,,0,28,2,4
14,AJ Brown,,0,27,2,2
6,Frank Gore,,0,9,2,2
8,Lee Smith,,1,8,1,1
8,Cole Beasley,,0,21,3,3
21,John Brown,,0,75,5,5
8,TJ Yeldon,,0,13,4,5
11,Duke Williams,,1,29,4,4
46,Isaiah McKenzie,,0,52,2,2
,Tommy Sweeney,,0,0,0,2
7,Dawson Knox,,0,12,2,5
12,Kyle Juszczyk,,0,20,2,3
17,Marquise Goodwin,,0,41,3,4
22,George Kittle,,1,70,6,8
14,Kendrick Bourne,,0,24,2,2
7,Matt Breida,,1,15,3,3
0,Ross Dwelley,,0,-3,2,2
11,Dante Pettis,,0,11,1,3
3,Deebo Samuel,,0,3,1,3
0,Demetrius Harris,,0,0,1,2
20,Odell Beckham,,0,27,2,6
25,Jarvis Landry,,0,75,4,6
0,Ricky Seals Jones,,0,0,0,1
0,Damion Ratley,,0,0,0,2
0,Antonio Callaway,,0,0,0,3
12,Nick Chubb,,0,12,1,1
6,D Ernest Johnson,,0,6,1,1
36,Julian Edelman,,0,113,9,15
,Brandon Bolden,,0,22,2,2
7,Josh Gordon,,0,7,1,1
11,James White,,0,46,9,9
20,Ryan Izzo,,0,31,2,4
19,Sony Michel,,0,27,2,3
23,Jakobi Meyers,,0,54,4,4
29,Gunner Olszewski,,0,34,2,3
64,Golden Tate,,1,102,6,9
18,Rhett Ellison,,0,30,3,7
0,Cody Latimer,,0,0,0,1
0,Elijhaa Penny,,0,0,1,2
5,Jon Hilliman,,0,-3,2,2
12,Darius Slayton,,0,32,3,8
0,Emmanuel Sanders,,0,0,1,3
8,Andy Janovich,,0,8,1,1
5,Fred Brown,,0,5,1,1
3,Phillip Lindsay,,0,5,2,3
41,Courtland Sutton,,0,76,4,8
13,Dae Sean Hamilton,,0,25,2,2
19,Royce Freeman,,0,42,5,5
11,Noah Fant,,0,16,2,3
18,Delanie Walker,,0,43,3,6
9,Dion Lewis,,0,20,3,3
,Darius Jennings,,0,0,0,1
16,Adam Humphries,,0,47,6,6
5,Derrick Henry,,0,5,1,3
0,Tajae Sharpe,,0,0,0,2
25,Anthony Firkser,,0,25,1,1
8,Jonnu Smith,,0,8,1,2
18,Corey Davis,,0,36,3,5
13,AJ Brown,,0,23,2,4
41,Odell Beckham,,0,101,6,11
27,Jarvis Landry,,0,36,3,5
9,Pharaoh Brown,,0,9,1,1
31,Ricky Seals Jones,,1,47,3,6
14,Dontrell Hilliard,,0,17,2,3
12,Antonio Callaway,,0,22,2,4
6,Nick Chubb,,0,17,5,6
20,Nick Bellore,,0,20,1,1
11,Luke Willson,,0,16,2,3
17,Jaron Brown,,2,29,3,5
22,Tyler Lockett,,0,75,5,5
15,CJ Prosise,,0,15,1,3
14,David Moore,,0,36,3,4
21,Chris Carson,,0,35,4,4
0,Will Dissly,,0,0,0,1
,Malik Turner,,0,0,0,1
30,DK Metcalf,,0,69,4,5
37,Cameron Brate,,1,47,2,4
17,Mike Evans,1,0,96,9,17
10,Bobo Wilson,,0,10,1,3
21,Dare Ogunbowale,,0,22,3,5
,OJ Howard,,0,35,2,4
26,Chris Godwin,,0,151,10,12
19,Scott Miller,,0,39,3,7
18,Greg Olsen,,0,52,4,7
6,Jarius Wright,,0,6,1,3
25,Christian McCaffrey,,1,26,4,5
30,Curtis Samuel,,1,70,4,6
23,DJ Moore,,0,73,7,10
22,Larry Fitzgerald,,0,69,6,8
6,Charles Clay,,0,8,2,2
20,Maxx Williams,,1,34,3,3
58,Damiere Byrd,,0,60,2,2
30,David Johnson,,1,68,6,8
7,Pharoh Cooper,,0,16,3,4
38,Trent Sherfield,,0,38,1,1
31,Chase Edmonds,,1,33,2,2
7,Kee Sean Johnson,,0,14,2,5
22,Julio Jones,,0,108,8,9
0,Luke Stocker,,0,0,1,1
15,Mohamed Sanu,,0,29,3,4
12,Devonta Freeman,,2,30,3,3
30,Austin Hooper,,1,117,8,8
6,Russell Gage,,0,6,1,1
21,Jaeden Graham,,0,21,1,1
23,Calvin Ridley,,1,48,4,6
-3,Kaleb McGary,,0,-3,1,1
15,Virgil Green,,0,15,1,2
0,Travis Benjamin,,0,0,1,4
19,Keenan Allen,,0,33,2,6
13,Geremy Davis,,0,13,1,1
14,Melvin Gordon,,0,30,3,4
21,Hunter Henry,,2,100,8,9
20,Mike Williams,,0,72,5,10
11,Austin Ekeler,,0,14,3,4
32,Jason Moore,,0,43,2,2
5,Vance McDonald,,0,5,1,1
11,Donte Moncrief,,0,11,1,2
5,Nick Vannett,,0,5,1,1
0,Johnny Holton,,0,0,0,1
26,James Conner,,1,78,7,7
-2,Ryan Switzer,,0,-2,1,1
7,Ju Ju Smith Schuster,,0,7,1,4
7,Diontae Johnson,,0,14,2,2
14,Benny Snell,,0,14,1,1
4,LeSean McCoy,,0,0,2,2
18,Travis Kelce,,0,58,4,6
14,Damien Williams,,1,14,1,1
0,DeAnthony Thomas,,0,0,0,1
,Blake Bell,,0,0,0,1
,Demarcus Robinson,,0,0,0,4
46,Tyreek Hill,,2,80,5,10
19,Byron Pringle,,0,24,2,3
52,Darrel Williams,,0,52,1,2
14,Mecole Hardman,,0,45,4,4
18,Darren Fells,,0,69,6,7
18,DeAndre Hopkins,1,0,55,9,12
14,Carlos Hyde,,0,14,1,1
11,Duke Johnson,,1,20,2,4
12,Will Fuller,,0,44,5,9
23,Jordan Akins,,0,39,3,3
23,Keke Coutee,,0,39,4,6
8,Albert Wilson,,0,15,5,6
11,Allen Hurns,,0,16,2,2
12,DeVante Parker,,1,28,3,4
,Nick O Leary,,0,3,1,1
9,Kenyan Drake,,0,30,6,9
,Isaiah Ford,,0,0,0,1
18,Mark Walton,,0,43,5,6
30,Mike Gesicki,,0,51,3,7
21,Preston Williams,,0,31,2,6
13,Adrian Peterson,,0,18,2,2
4,Chris Thompson,,0,8,2,3
0,Paul Richardson,,0,0,0,4
19,Jeremy Sprinkle,,0,24,2,3
7,Trey Quinn,,0,8,2,4
8,Kelvin Harmon,,0,8,1,1
33,Terry McLaurin,,2,100,4,7
0,Chris Conley,,0,0,0,3
5,Geoff Swaim,,0,5,1,2
16,Seth DeValve,,0,16,1,2
23,Dede Westbrook,,0,53,3,8
10,Leonard Fournette,,0,46,6,6
22,DJ Chark,,0,43,3,7
27,Ted Ginn,,0,36,2,6
20,Jared Cook,,1,37,3,3
8,Josh Hill,,0,8,1,2
17,Latavius Murray,,0,35,3,3
26,Michael Thomas,,0,89,8,12
14,Alvin Kamara,,0,35,7,8
33,Demaryius Thomas,,0,62,4,5
0,Bilal Powell,,0,0,0,1
12,Ryan Griffin,,1,28,3,3
3,LeVeon Bell,,0,3,1,1
30,Jamison Crowder,,0,98,6,9
10,Ty Montgomery,,0,17,3,3
92,Robby Anderson,,1,125,5,8
5,Vyncint Smith,,0,5,1,1
20,Jason Witten,,0,57,5,7
23,Tavon Austin,,0,64,5,6
3,Amari Cooper,,0,3,1,2
16,Ezekiel Elliott,,0,47,5,6
5,Blake Jarwin,,0,6,2,4
6,Dalton Schultz,,0,6,1,1
14,Ced Wilson,,0,46,5,6
17,Michael Gallup,,0,48,4,7
0,Robert Woods,,0,0,0,4
8,Brandin Cooks,,0,18,3,3
9,Tyler Higbee,,0,25,3,3
12,Gerald Everett,,0,9,2,5
6,Cooper Kupp,,0,17,4,6
0,Josh Reynolds,,0,0,0,1
9,Darrell Henderson,,0,9,1,2
11,Marquise Goodwin,,0,15,2,3
8,Levine Toilolo,,0,8,1,1
14,Tevin Coleman,,0,16,2,3
45,George Kittle,,0,103,8,8
11,Kendrick Bourne,,0,11,1,1
17,Matt Breida,,0,27,4,4
21,Dante Pettis,,0,45,3,6
14,Deebo Samuel,,0,18,3,5
11,Mark Ingram,,0,22,2,3
10,Willie Snead,,0,18,3,5
16,Seth Roberts,,0,23,2,2
9,Nick Boyle,,0,18,2,4
13,Chris Moore,,0,18,2,3
6,Patrick Ricard,,0,6,1,1
39,Mark Andrews,,0,99,6,8
4,Hayden Hurst,,0,4,1,1
18,Miles Boykin,,0,28,2,3
14,Giovani Bernard,,0,20,2,3
7,Tyler Eifert,,0,13,2,2
22,CJ Uzomah,,0,26,2,3
21,Alex Erickson,,0,47,4,6
5,Tyler Boyd,,0,10,3,7
23,Joe Mixon,,0,29,2,3
29,Auden Tate,,0,91,5,12
0,Damion Willis,,0,0,0,1
-1,Drew Sample,,0,-1,1,1
18,Kyle Rudolph,,0,36,3,3
20,Adam Thielen,,1,57,6,8
62,Stefon Diggs,,3,167,7,11
,Laquon Treadwell,,0,15,1,1
11,Dalvin Cook,,0,13,2,2
29,Irv Smith,,0,29,2,2
16,Olabisi Johnson,,0,16,1,1
26,Alshon Jeffery,,1,76,10,12
20,Zach Ertz,,0,54,4,9
23,Nelson Agholor,,0,42,4,7
0,Mack Hollins,,0,0,0,2
13,Dallas Goedert,,0,48,5,8
45,Miles Sanders,,1,86,3,3
25,Marcedes Lewis,,0,50,2,2
9,Jimmy Graham,,0,17,2,5
10,Jake Kumerow,,0,17,2,3
21,Geronimo Allison,,0,40,3,7
9,Aaron Jones,,0,13,4,7
16,Jamaal Williams,,1,32,4,5
46,Marquez Valdes Scantling,,0,48,2,2
35,Allen Lazard,,1,65,4,5
1,Darrius Shepherd,,0,1,1,2
6,Danny Amendola,,0,6,1,1
11,Marvin Jones,,0,17,2,5
0,Logan Thomas,,0,0,0,1
